Arachis_gene_ID,Lotus_gene_ID,Percent_identity,Alignment_length,Mismatches,Gap_opens,Q_start,Q_end,S_start,S_end,E_value,Bit_score
SDMP01000015.1,XM_057590157.1,84.645,775,115,4,1373652,1374424,799,1571,0.0,769.0
SDMP01000015.1,XM_057590157.1,78.488,344,68,4,1374966,1375309,1600,1937,2.55e-51,220.0
SDMP01000015.1,XM_057590157.1,87.356,87,10,1,1340169,1340254,1600,1686,1.25e-14,99.0
SDMP01000015.1,XM_057592464.1,84.665,776,112,4,1681793,1682566,2143,1373,0.0,767.0
SDMP01000015.1,XM_057592464.1,82.599,862,150,0,1682904,1683765,1017,156,0.0,761.0
SDMP01000015.1,XM_057592464.1,92.793,222,16,0,134406912,134407133,1942,1721,6.789999999999999e-82,322.0
SDMP01000015.1,XM_057592464.1,94.624,93,5,0,134410660,134410752,968,876,1.58e-28,145.0
SDMP01000015.1,XM_057592464.1,90.196,102,9,1,134407210,134407310,1726,1625,1.23e-24,132.0
SDMP01000015.1,XM_057592464.1,90.0,90,9,0,134411523,134411612,671,582,3.44e-20,117.0
SDMP01000015.1,XM_057592464.1,83.333,102,15,2,134410077,134410177,1155,1055,5.8e-13,93.5
SDMP01000015.1,XM_057592464.1,92.188,64,5,0,134411945,134412008,584,521,2.08e-12,91.6
SDMP01000015.1,XM_057592464.1,87.342,79,10,0,148181411,148181489,665,587,2.08e-12,91.6
SDMP01000015.1,XM_057592464.1,87.013,77,10,0,134405971,134406047,2095,2019,2.7e-11,87.9
SDMP01000015.1,XM_057592464.1,86.111,72,7,3,134409572,134409643,1294,1226,2.1e-07,75.0
SDMP01000015.1,XM_057592127.1,85.274,747,104,6,84687011,84687754,1817,1074,0.0,765.0
SDMP01000015.1,XM_057592127.1,80.817,563,105,3,84673614,84674174,2370,1809,6.46e-117,438.0
SDMP01000015.1,XM_057591199.1,81.014,1006,153,21,12043255,12044247,1208,228,0.0,765.0
SDMP01000015.1,XM_057591198.1,81.014,1006,153,21,12043255,12044247,1280,300,0.0,765.0
SDMP01000015.1,XM_057581380.1,82.798,872,135,10,8324304,8325160,2336,1465,0.0,765.0
SDMP01000015.1,XM_057581380.1,83.673,98,13,2,8326817,8326914,646,552,7.5e-12,89.8
SDMP01000015.1,XM_057592015.1,83.476,817,127,7,48522097,48522909,140,952,0.0,754.0
SDMP01000015.1,XM_057592015.1,87.195,164,19,2,48522991,48523153,950,1112,9.3e-41,185.0
SDMP01000015.1,XM_057559713.1,82.538,859,143,5,148188539,148189392,1042,186,0.0,749.0
SDMP01000015.1,XM_057559713.1,87.578,161,20,0,148187964,148188124,1205,1045,2.58e-41,187.0
SDMP01000015.1,XM_057591845.1,79.81,1050,181,18,36879084,36880114,1111,2148,0.0,736.0
SDMP01000015.1,XM_057591845.1,77.311,238,42,10,36878594,36878825,881,1112,4.42e-24,130.0
SDMP01000015.1,XM_057587771.1,80.3,1000,176,15,143711954,143712941,539,1529,0.0,736.0
SDMP01000015.1,XM_057559186.1,82.506,846,137,8,154520753,154521594,2839,2001,0.0,732.0
SDMP01000015.1,XM_057559186.1,81.701,388,63,8,154523269,154523652,2006,1623,3.16e-80,316.0
SDMP01000015.1,XM_057559185.1,82.506,846,137,8,154520753,154521594,2257,1419,0.0,732.0
SDMP01000015.1,XM_057559185.1,81.701,388,63,8,154523269,154523652,1424,1041,3.16e-80,316.0
SDMP01000015.1,XM_057593490.1,80.821,975,150,19,151971852,151972812,553,1504,0.0,730.0
SDMP01000015.1,XM_057593490.1,89.427,227,24,0,151974164,151974390,2127,2353,2.48e-71,287.0
SDMP01000015.1,XM_057593490.1,93.694,111,7,0,151973159,151973269,1637,1747,3.37e-35,167.0
SDMP01000015.1,XM_057593490.1,87.5,144,17,1,151972917,151973060,1502,1644,1.21e-34,165.0
SDMP01000015.1,XM_057590236.1,77.052,1377,248,47,2488616,2489961,3525,4864,0.0,730.0
SDMP01000015.1,XM_057590236.1,74.863,1273,250,46,2486204,2487423,693,1948,1.04e-139,514.0
SDMP01000015.1,XM_057590236.1,84.406,404,63,0,2487453,2487856,2944,3347,1.0999999999999999e-104,398.0
SDMP01000015.1,XM_057590236.1,80.226,177,28,3,2490384,2490553,4862,5038,5.72e-23,126.0
SDMP01000015.1,XM_057591024.1,82.471,850,131,12,16699053,16699897,3693,2857,0.0,728.0
SDMP01000015.1,XM_057591024.1,82.07,831,127,18,16623287,16624110,2878,3693,0.0,689.0
SDMP01000015.1,XM_057591024.1,92.0,50,4,0,16668523,16668572,3644,3693,2.72e-06,71.3
SDMP01000015.1,XM_057599380.1,81.839,870,152,4,124901755,124902621,979,113,0.0,726.0
SDMP01000015.1,XM_057591028.1,80.1,1005,176,20,16624993,16625988,3513,4502,0.0,726.0
SDMP01000015.1,XM_057591028.1,79.426,1011,196,10,16504423,16505429,3551,4553,0.0,704.0
SDMP01000015.1,XM_057591028.1,78.842,1002,204,7,16589408,16590408,3551,4545,0.0,669.0
SDMP01000015.1,XM_057591028.1,79.184,956,187,12,16694631,16695583,3552,4498,0.0,652.0
SDMP01000015.1,XM_057591027.1,80.1,1005,176,20,16624993,16625988,1305,2294,0.0,726.0
SDMP01000015.1,XM_057591027.1,79.426,1011,196,10,16504423,16505429,1343,2345,0.0,704.0
SDMP01000015.1,XM_057591027.1,78.842,1002,204,7,16589408,16590408,1343,2337,0.0,669.0
SDMP01000015.1,XM_057591027.1,79.184,956,187,12,16694631,16695583,1344,2290,0.0,652.0
SDMP01000015.1,XM_057591029.1,80.1,1005,176,20,16624993,16625988,1274,2263,0.0,726.0
SDMP01000015.1,XM_057591029.1,79.426,1011,196,10,16504423,16505429,1312,2314,0.0,704.0
SDMP01000015.1,XM_057591029.1,78.842,1002,204,7,16589408,16590408,1312,2306,0.0,669.0
SDMP01000015.1,XM_057591029.1,79.184,956,187,12,16694631,16695583,1313,2259,0.0,652.0
SDMP01000015.1,XM_057592263.1,86.903,649,81,3,96801760,96802406,283,929,0.0,725.0
SDMP01000015.1,XM_057592263.1,87.097,372,48,0,96803637,96804008,1433,1804,6.51e-112,422.0
SDMP01000015.1,XM_057592263.1,87.625,299,37,0,96802884,96803182,1138,1436,1.12e-89,348.0
SDMP01000015.1,XM_057592263.1,86.207,261,33,3,88341304,88341562,2132,1873,4.1499999999999997e-69,279.0
SDMP01000015.1,XM_057592263.1,87.113,194,23,2,88342006,88342198,1804,1612,9.17e-51,219.0
SDMP01000015.1,XM_057576566.1,79.98,999,182,15,60103050,60104039,7,996,0.0,721.0
SDMP01000015.1,XM_057576566.1,79.88,999,183,18,144756376,144757365,7,996,0.0,715.0
SDMP01000015.1,XM_057576566.1,79.543,1007,184,21,22768286,22769281,1,996,0.0,699.0
SDMP01000015.1,XM_057576566.1,79.242,1002,184,24,147355725,147356714,7,996,0.0,676.0
SDMP01000015.1,XM_057576566.1,78.543,1002,190,19,5929571,5930559,996,7,2.14e-176,636.0
SDMP01000015.1,XM_057576566.1,75.993,604,139,5,27887177,27887777,395,995,1.9e-77,307.0
SDMP01000015.1,XM_057576566.1,75.822,608,134,11,134096971,134097572,395,995,4.1199999999999995e-74,296.0
SDMP01000015.1,XM_057576566.1,80.435,322,57,6,137819773,137820091,325,7,1.96e-57,241.0
SDMP01000015.1,XM_057591877.1,82.275,835,144,4,38431837,38432669,954,1786,0.0,719.0
SDMP01000015.1,XM_057591877.1,89.894,188,19,0,38425919,38426106,190,377,5.44e-58,243.0
SDMP01000015.1,XM_057566681.1,78.697,1136,199,32,31293638,31294755,5710,6820,0.0,717.0
SDMP01000015.1,XM_057566681.1,78.414,1135,205,30,109862321,109863439,5710,6820,0.0,702.0
SDMP01000015.1,XM_057566681.1,77.025,1136,215,36,129804905,129806019,6820,5710,1.29e-168,610.0
SDMP01000015.1,XM_057566681.1,83.461,653,98,8,15147649,15148297,5710,6356,2.8e-165,599.0
SDMP01000015.1,XM_057566681.1,76.658,1131,220,35,131535119,131536230,5715,6820,2.18e-161,586.0
SDMP01000015.1,XM_057566681.1,82.335,651,109,5,10816813,10817461,5710,6356,1.32e-153,560.0
SDMP01000015.1,XM_057566681.1,82.443,655,101,11,11970783,11971431,5710,6356,1.32e-153,560.0
SDMP01000015.1,XM_057566681.1,82.11,654,106,8,16795975,16796624,6356,5710,2.8599999999999996e-150,549.0
SDMP01000015.1,XM_057566681.1,82.171,645,103,9,129929720,129930359,6347,5710,1.33e-148,544.0
SDMP01000015.1,XM_057566681.1,81.874,651,110,7,153838272,153838918,5710,6356,4.7900000000000004e-148,542.0
SDMP01000015.1,XM_057566681.1,81.957,654,104,10,130775031,130775679,5710,6354,4.7900000000000004e-148,542.0
SDMP01000015.1,XM_057566681.1,81.211,644,115,5,17691307,17691948,6356,5717,1.04e-139,514.0
SDMP01000015.1,XM_057566681.1,80.967,641,116,5,144481029,144481667,5710,6346,2.2599999999999998e-136,503.0
SDMP01000015.1,XM_057566681.1,83.84,526,73,8,7835736,7836256,5710,6228,1.76e-132,490.0
SDMP01000015.1,XM_057566681.1,78.834,652,122,15,123475178,123475823,5715,6356,5.03e-113,425.0
SDMP01000015.1,XM_057566681.1,78.247,639,108,20,851303,851914,5722,6356,1.1e-99,381.0
SDMP01000015.1,XM_057566681.1,78.193,642,103,24,891890,892501,5722,6356,5.14e-98,375.0
SDMP01000015.1,XM_057566681.1,76.732,563,96,22,936364,936897,5791,6347,1.1499999999999999e-69,281.0
SDMP01000015.1,XM_057566681.1,82.0,300,48,4,137327307,137327603,5710,6006,3.25e-60,250.0
SDMP01000015.1,XM_057594080.1,82.235,850,130,6,144393352,144394181,2038,2886,0.0,713.0
SDMP01000015.1,XM_057594080.1,88.75,320,36,0,144395463,144395782,3027,3346,5.100000000000001e-103,392.0
SDMP01000015.1,XM_057594080.1,90.625,64,6,0,144396231,144396294,3345,3408,9.7e-11,86.1
SDMP01000015.1,XM_057592214.1,85.507,690,88,3,86798708,86799397,1541,864,0.0,710.0
SDMP01000015.1,XM_057592214.1,89.848,197,20,0,86795904,86796100,2050,1854,2.51e-61,254.0
SDMP01000015.1,XM_057592214.1,89.61,77,8,0,86793526,86793602,3674,3598,1.25e-14,99.0
SDMP01000015.1,XM_057566667.1,79.357,1027,196,13,36879084,36880102,1743,2761,0.0,708.0
SDMP01000015.1,XM_057566666.1,79.357,1027,196,13,36879084,36880102,1229,2247,0.0,708.0
SDMP01000015.1,XM_057594163.1,84.572,713,108,2,142694871,142695582,867,1578,0.0,706.0
SDMP01000015.1,XM_057593439.1,87.04,625,81,0,151152999,151153623,379,1003,0.0,706.0
SDMP01000015.1,XM_057593439.1,86.767,597,79,0,151154091,151154687,1178,1774,0.0,665.0
SDMP01000015.1,XM_057590771.1,86.804,629,81,2,23807042,23807669,2110,1483,0.0,701.0
SDMP01000015.1,XM_057590771.1,84.703,353,54,0,23805082,23805434,3096,2744,2.4099999999999998e-91,353.0
SDMP01000015.1,XM_057590771.1,87.097,155,17,3,23803928,23804080,3694,3541,7.24e-37,172.0
SDMP01000015.1,XM_057568948.1,83.14,777,122,5,1681793,1682566,1284,514,0.0,701.0
SDMP01000015.1,XM_057568948.1,91.892,222,18,0,134406912,134407133,1083,862,1.47e-78,311.0
SDMP01000015.1,XM_057568948.1,85.507,69,10,0,134405971,134406039,1236,1168,7.55e-07,73.1
SDMP01000015.1,XM_057568948.1,89.286,56,6,0,134409572,134409627,435,380,2.72e-06,71.3
SDMP01000015.1,XM_057590773.1,86.688,631,82,2,23807042,23807671,2106,1477,0.0,699.0
SDMP01000015.1,XM_057590773.1,84.703,353,54,0,23805082,23805434,3092,2740,2.4099999999999998e-91,353.0
SDMP01000015.1,XM_057590773.1,87.097,155,17,3,23803928,23804080,3690,3537,7.24e-37,172.0
SDMP01000015.1,XM_057590107.1,81.695,885,110,30,730158,731003,1202,331,0.0,689.0
SDMP01000015.1,XM_057563460.1,79.592,980,185,13,143737185,143738155,1475,502,0.0,688.0
SDMP01000015.1,XM_057563459.1,79.592,980,185,13,143737185,143738155,1243,270,0.0,688.0
SDMP01000015.1,XM_057591493.1,80.983,936,112,35,27492391,27493308,8069,7182,0.0,682.0
SDMP01000015.1,XM_057591493.1,82.87,683,100,11,27501628,27502303,1997,1325,1.01e-164,597.0
SDMP01000015.1,XM_057591493.1,87.083,480,62,0,27499617,27500096,3781,3302,1.33e-148,544.0
SDMP01000015.1,XM_057591493.1,81.639,610,101,9,27495088,27495693,5555,4953,3.78e-134,496.0
SDMP01000015.1,XM_057591493.1,86.957,437,57,0,27496167,27496603,4954,4518,4.89e-133,492.0
SDMP01000015.1,XM_057591493.1,86.207,348,41,6,27497633,27497977,4420,4077,2.3900000000000002e-96,370.0
SDMP01000015.1,XM_057591493.1,80.907,419,75,3,27501079,27501493,2414,1997,5.25e-83,326.0
SDMP01000015.1,XM_057591493.1,83.117,308,47,3,27498743,27499049,4084,3781,5.36e-68,276.0
SDMP01000015.1,XM_057591493.1,76.338,355,49,22,27504103,27504442,824,490,2.0300000000000002e-32,158.0
SDMP01000015.1,XM_057591493.1,87.5,120,13,2,27496674,27496793,4533,4416,2.64e-26,137.0
SDMP01000015.1,XM_057567024.1,85.584,659,84,6,24417631,24418284,3281,2629,0.0,680.0
SDMP01000015.1,XM_057567024.1,82.105,475,73,5,24421636,24422107,1031,566,3.9499999999999996e-104,396.0
SDMP01000015.1,XM_057567024.1,79.066,578,88,17,24420510,24421063,1977,1409,3.0899999999999996e-95,366.0
SDMP01000015.1,XM_057567024.1,86.404,228,31,0,24421153,24421380,1412,1185,3.25e-60,250.0
SDMP01000015.1,XM_057567024.1,88.571,140,13,1,24419372,24419508,2286,2147,3.37e-35,167.0
SDMP01000015.1,XM_057567023.1,85.584,659,84,6,24417631,24418284,3285,2633,0.0,680.0
SDMP01000015.1,XM_057567023.1,82.105,475,73,5,24421636,24422107,1032,567,3.9499999999999996e-104,396.0
SDMP01000015.1,XM_057567023.1,79.066,578,88,17,24420510,24421063,1978,1410,3.0899999999999996e-95,366.0
SDMP01000015.1,XM_057567023.1,86.404,228,31,0,24421153,24421380,1413,1186,3.25e-60,250.0
SDMP01000015.1,XM_057567023.1,88.571,140,13,1,24419372,24419508,2290,2151,3.37e-35,167.0
SDMP01000015.1,XM_057591216.1,85.068,663,99,0,11942089,11942751,2177,1515,0.0,676.0
SDMP01000015.1,XM_057591216.1,83.286,353,46,4,11943374,11943725,1507,1167,4.0900000000000006e-79,313.0
SDMP01000015.1,XM_057591215.1,85.068,663,99,0,11942089,11942751,2003,1341,0.0,676.0
SDMP01000015.1,XM_057591215.1,83.286,353,46,4,11943374,11943725,1333,993,4.0900000000000006e-79,313.0
SDMP01000015.1,XM_057594039.1,88.163,566,67,0,144529325,144529890,2165,2730,0.0,675.0
SDMP01000015.1,XM_057594039.1,82.365,499,88,0,144528282,144528780,1446,1944,8.36e-116,435.0
SDMP01000015.1,XM_057579220.1,91.581,487,41,0,37459499,37459985,815,1301,0.0,673.0
SDMP01000015.1,XM_057579220.1,90.852,317,29,0,37460149,37460465,1300,1616,5.03e-113,425.0
SDMP01000015.1,XM_057579220.1,94.776,134,7,0,37457345,37457478,421,554,5.519999999999999e-48,209.0
SDMP01000015.1,XM_057579220.1,89.655,145,15,0,37460960,37461104,1618,1762,9.3e-41,185.0
SDMP01000015.1,XM_057579219.1,91.581,487,41,0,37459499,37459985,775,1261,0.0,673.0
SDMP01000015.1,XM_057579219.1,90.852,317,29,0,37460149,37460465,1260,1576,5.03e-113,425.0
SDMP01000015.1,XM_057579219.1,94.776,134,7,0,37457345,37457478,381,514,5.519999999999999e-48,209.0
SDMP01000015.1,XM_057579219.1,89.655,145,15,0,37460960,37461104,1578,1722,9.3e-41,185.0
SDMP01000015.1,XM_057571523.1,77.327,1182,240,19,115331793,115332958,1550,381,0.0,673.0
SDMP01000015.1,XM_057571523.1,79.57,558,107,6,15886974,15887526,2206,1651,5.100000000000001e-103,392.0
SDMP01000015.1,XM_057571523.1,78.901,564,109,9,15845624,15846180,2211,1651,1.8500000000000001e-97,374.0
SDMP01000015.1,XM_057571523.1,79.212,457,87,7,15809953,15810403,2211,1757,1.47e-78,311.0
SDMP01000015.1,XM_057571523.1,92.5,40,3,0,147433078,147433117,1591,1552,0.021,58.4
SDMP01000015.1,XM_057590312.1,79.115,1039,166,28,2941473,2942489,1315,306,0.0,669.0
SDMP01000015.1,XM_057590312.1,98.0,50,1,0,2940785,2940834,1503,1454,2.7e-11,87.9
SDMP01000015.1,XM_057592082.1,78.524,1057,198,23,68361957,68363002,898,1936,0.0,667.0
SDMP01000015.1,XM_057590106.1,82.014,834,105,25,730158,730954,1161,336,0.0,667.0
SDMP01000015.1,XM_057573997.1,91.684,481,40,0,37459499,37459979,790,1270,0.0,667.0
SDMP01000015.1,XM_057573997.1,89.72,321,33,0,37460145,37460465,1271,1591,1.41e-108,411.0
SDMP01000015.1,XM_057573997.1,93.284,134,9,0,37457345,37457478,396,529,1.19e-44,198.0
SDMP01000015.1,XM_057573997.1,88.235,153,17,1,37460960,37461112,1593,1744,1.1999999999999999e-39,182.0
SDMP01000015.1,XM_057573997.1,91.892,74,5,1,37456301,37456373,218,291,9.63e-16,102.0
SDMP01000015.1,XM_057599987.1,80.619,872,155,12,154968625,154969489,1071,207,0.0,662.0
SDMP01000015.1,XM_057599987.1,80.161,872,154,17,155008874,155009733,207,1071,7.68e-176,634.0
SDMP01000015.1,XM_057602915.1,75.552,1403,312,27,34514966,34516348,563,1954,0.0,662.0
SDMP01000015.1,XM_057590767.1,91.17,487,41,2,23907601,23908086,1245,1730,0.0,660.0
SDMP01000015.1,XM_057590767.1,82.114,615,106,4,23906397,23907008,342,955,1.73e-142,523.0
SDMP01000015.1,XM_057590767.1,83.686,472,44,22,23908860,23909328,1729,2170,1.09e-109,414.0
SDMP01000015.1,XM_057600183.1,80.09,884,175,1,40701649,40702532,2144,3026,0.0,656.0
SDMP01000015.1,XM_057600177.1,80.09,884,175,1,40701649,40702532,2613,3495,0.0,656.0
SDMP01000015.1,XM_057591482.1,88.519,540,62,0,26562530,26563069,345,884,0.0,654.0
SDMP01000015.1,XM_057591482.1,90.4,125,12,0,26563808,26563932,1005,1129,1.21e-34,165.0
SDMP01000015.1,XM_057589987.1,80.0,895,171,6,1814348,1815235,522,1415,0.0,654.0
SDMP01000015.1,XM_057590747.1,81.899,790,128,4,24554722,24555511,1083,1857,0.0,652.0
SDMP01000015.1,XM_057575011.1,84.125,674,101,6,33414820,33415490,1796,1126,9.869999999999999e-180,647.0
SDMP01000015.1,XM_057575011.1,79.656,349,69,2,33415654,33416001,1037,690,3.25e-60,250.0
SDMP01000015.1,XM_057601337.1,90.06,503,45,5,85595035,85595533,640,139,9.869999999999999e-180,647.0
SDMP01000015.1,XM_057591376.1,76.051,1261,282,18,7327312,7328559,435,1688,5.94e-177,638.0
SDMP01000015.1,XM_057594246.1,86.125,591,81,1,141530256,141530846,649,1238,2.14e-176,636.0
SDMP01000015.1,XM_057594246.1,85.448,591,79,5,141552322,141552910,649,1234,4.66e-168,608.0
SDMP01000015.1,XM_057594246.1,84.407,590,88,4,141583589,141584176,649,1236,1.31e-158,577.0
SDMP01000015.1,XM_057594246.1,83.503,588,92,4,141553571,141554156,649,1233,1.33e-148,544.0
SDMP01000015.1,XM_057593630.1,77.31,1093,238,7,32828931,32830018,757,1844,2.14e-176,636.0
SDMP01000015.1,XM_057595862.1,82.442,729,126,2,140047602,140048329,253,980,2.14e-176,636.0
SDMP01000015.1,XM_057590087.1,82.105,760,117,14,641446,642203,1681,939,2.76e-175,632.0
SDMP01000015.1,XM_057590087.1,94.565,92,5,0,643362,643453,807,716,5.67e-28,143.0
SDMP01000015.1,XM_057590086.1,82.105,760,117,14,641446,642203,1624,882,2.76e-175,632.0
SDMP01000015.1,XM_057590086.1,94.565,92,5,0,643362,643453,750,659,5.67e-28,143.0
SDMP01000015.1,XM_057586403.1,84.389,647,98,1,30394935,30395578,1144,1790,2.76e-175,632.0
SDMP01000015.1,XM_057586403.1,83.409,657,106,3,29327733,29328386,1144,1800,1.67e-167,606.0
SDMP01000015.1,XM_057586403.1,77.701,1009,204,17,29326596,29327593,136,1134,1.01e-164,597.0
SDMP01000015.1,XM_057586403.1,77.007,1009,211,18,30393798,30394795,136,1134,4.76e-153,558.0
SDMP01000015.1,XM_057594249.1,85.98,592,80,3,141530256,141530846,720,1309,9.94e-175,630.0
SDMP01000015.1,XM_057594249.1,83.729,590,92,4,141583589,141584176,720,1307,6.15e-152,555.0
SDMP01000015.1,XM_057563136.1,78.454,970,201,8,142492153,142493118,4008,3043,1.2900000000000001e-173,627.0
SDMP01000015.1,XM_057563136.1,78.454,970,201,8,142514950,142515915,3043,4008,1.2900000000000001e-173,627.0
SDMP01000015.1,XM_057559669.1,78.454,970,201,8,142492153,142493118,1271,306,1.2900000000000001e-173,627.0
SDMP01000015.1,XM_057559669.1,78.454,970,201,8,142514950,142515915,306,1271,1.2900000000000001e-173,627.0
SDMP01000015.1,XM_057593977.1,78.051,1016,205,13,145490085,145491097,2677,1677,4.62e-173,625.0
SDMP01000015.1,XM_057593977.1,83.578,408,64,1,145491194,145491598,1550,1143,3.97e-99,379.0
SDMP01000015.1,XM_057592532.1,81.234,778,138,6,137323827,137324600,2427,1654,5.98e-172,621.0
SDMP01000015.1,XM_057592532.1,89.796,245,24,1,137322577,137322821,3123,2880,4.0900000000000006e-79,313.0
SDMP01000015.1,XM_057592532.1,86.429,140,18,1,141243278,141243417,3261,3123,9.43e-31,152.0
SDMP01000015.1,XM_057592531.1,81.234,778,138,6,137323827,137324600,1070,297,5.98e-172,621.0
SDMP01000015.1,XM_057592531.1,89.796,245,24,1,137322577,137322821,1766,1523,4.0900000000000006e-79,313.0
SDMP01000015.1,XM_057592531.1,86.429,140,18,1,141243278,141243417,1904,1766,9.43e-31,152.0
SDMP01000015.1,XM_057590192.1,87.64,534,66,0,1915785,1916318,2215,1682,5.98e-172,621.0
SDMP01000015.1,XM_057590192.1,85.6,500,67,4,1915180,1915678,2707,2212,2.24e-141,520.0
SDMP01000015.1,XM_057590192.1,91.724,145,12,0,1918086,1918230,1200,1056,9.23e-46,202.0
SDMP01000015.1,XM_057592530.1,81.234,778,138,6,137323827,137324600,1275,502,5.98e-172,621.0
SDMP01000015.1,XM_057592530.1,89.796,245,24,1,137322577,137322821,1971,1728,4.0900000000000006e-79,313.0
SDMP01000015.1,XM_057592530.1,86.429,140,18,1,141243278,141243417,2109,1971,9.43e-31,152.0
SDMP01000015.1,XM_057590191.1,87.64,534,66,0,1915785,1916318,2444,1911,5.98e-172,621.0
SDMP01000015.1,XM_057590191.1,85.6,500,67,4,1915180,1915678,2936,2441,2.24e-141,520.0
SDMP01000015.1,XM_057590191.1,91.724,145,12,0,1918086,1918230,1429,1285,9.23e-46,202.0
SDMP01000015.1,XM_057591937.1,87.64,534,64,2,44490685,44491217,1789,1257,2.15e-171,619.0
SDMP01000015.1,XM_057587748.1,78.811,925,189,6,146356159,146357080,969,49,2.78e-170,616.0
SDMP01000015.1,XM_057566083.1,78.407,954,199,7,142492166,142493115,1246,296,1e-169,614.0
SDMP01000015.1,XM_057566083.1,78.407,954,199,7,142514953,142515902,296,1246,1e-169,614.0
SDMP01000015.1,XM_057592403.1,84.119,636,96,3,130289227,130289858,3207,3841,1.29e-168,610.0
SDMP01000015.1,XM_057592403.1,81.293,727,110,14,130287890,130288594,2416,3138,2.84e-155,566.0
SDMP01000015.1,XM_057592403.1,86.813,182,24,0,130281089,130281270,620,801,2.57e-46,204.0
SDMP01000015.1,XM_057592403.1,89.623,106,11,0,130290061,130290166,3839,3944,9.500000000000001e-26,135.0
SDMP01000015.1,XM_057592403.1,100.0,34,0,0,130284891,130284924,1568,1601,0.000454,63.9
SDMP01000015.1,XM_057592402.1,84.119,636,96,3,130289227,130289858,3255,3889,1.29e-168,610.0
SDMP01000015.1,XM_057592402.1,81.293,727,110,14,130287890,130288594,2464,3186,2.84e-155,566.0
SDMP01000015.1,XM_057592402.1,86.813,182,24,0,130281089,130281270,620,801,2.57e-46,204.0
SDMP01000015.1,XM_057592402.1,89.623,106,11,0,130290061,130290166,3887,3992,9.500000000000001e-26,135.0
SDMP01000015.1,XM_057592402.1,100.0,34,0,0,130284891,130284924,1616,1649,0.000454,63.9
SDMP01000015.1,XM_057592401.1,84.119,636,96,3,130289227,130289858,3255,3889,1.29e-168,610.0
SDMP01000015.1,XM_057592401.1,81.293,727,110,14,130287890,130288594,2464,3186,2.84e-155,566.0
SDMP01000015.1,XM_057592401.1,86.813,182,24,0,130281089,130281270,620,801,2.57e-46,204.0
SDMP01000015.1,XM_057592401.1,89.623,106,11,0,130290061,130290166,3887,3992,9.500000000000001e-26,135.0
SDMP01000015.1,XM_057592401.1,100.0,34,0,0,130284891,130284924,1616,1649,0.000454,63.9
SDMP01000015.1,XM_057590435.1,80.296,812,156,4,3928436,3929245,1319,2128,1.29e-168,610.0
SDMP01000015.1,XM_057590435.1,82.796,279,48,0,3927833,3928111,1045,1323,3.25e-60,250.0
SDMP01000015.1,XM_057593940.1,78.842,950,167,18,147616930,147617865,260,1189,1.29e-168,610.0
SDMP01000015.1,XM_057593940.1,78.842,950,167,18,147621481,147622416,260,1189,1.29e-168,610.0
SDMP01000015.1,XM_057593940.1,78.842,950,167,18,147624458,147625393,260,1189,1.29e-168,610.0
SDMP01000015.1,XM_057593940.1,83.267,502,82,2,147629015,147629515,2401,2901,1.3800000000000002e-123,460.0
SDMP01000015.1,XM_057593940.1,85.938,256,33,2,147627709,147627964,1525,1777,2.5000000000000003e-66,270.0
SDMP01000015.1,XM_057593940.1,88.325,197,23,0,147627405,147627601,1331,1527,2.5300000000000003e-56,237.0
SDMP01000015.1,XM_057593940.1,92.617,149,11,0,147628745,147628893,2132,2280,1.19e-49,215.0
SDMP01000015.1,XM_057593940.1,81.569,255,41,6,146667429,146667681,1527,1777,7.14e-47,206.0
SDMP01000015.1,XM_057593940.1,89.474,152,16,0,147628245,147628396,1844,1995,5.56e-43,193.0
SDMP01000015.1,XM_057593940.1,92.593,81,6,0,146667241,146667321,1447,1527,3.44e-20,117.0
SDMP01000015.1,XM_057586981.1,82.684,693,110,8,30603023,30603707,2067,1377,1.67e-167,606.0
SDMP01000015.1,XM_057586981.1,93.519,108,7,0,30604241,30604348,1296,1189,1.57e-33,161.0
SDMP01000015.1,XM_057586981.1,74.505,404,68,26,30600623,30600999,2925,2530,5.67e-28,143.0
SDMP01000015.1,XM_057586981.1,93.333,75,5,0,30606588,30606662,1006,932,1.6e-18,111.0
SDMP01000015.1,XM_057584189.1,93.415,410,24,3,30489778,30490186,679,272,1.67e-167,606.0
SDMP01000015.1,XM_057584189.1,92.857,182,13,0,29983454,29983635,432,613,1.1600000000000001e-64,265.0
SDMP01000015.1,XM_057594296.1,83.886,633,102,0,141030120,141030752,1665,1033,6.02e-167,604.0
SDMP01000015.1,XM_057593395.1,81.457,755,123,10,149982875,149983621,971,1716,2.17e-166,603.0
SDMP01000015.1,XM_057593395.1,91.304,138,11,1,149982660,149982796,841,978,2.58e-41,187.0
SDMP01000015.1,XM_057578935.1,78.3,1000,172,28,14016580,14017555,1076,2054,2.17e-166,603.0
SDMP01000015.1,XM_057591201.1,79.11,876,178,4,11992280,11993154,651,1522,2.8e-165,599.0
SDMP01000015.1,XM_057591201.1,84.713,314,48,0,11996760,11997073,2390,2703,1.1400000000000001e-79,315.0
SDMP01000015.1,XM_057591201.1,89.565,230,22,2,11996451,11996679,2156,2384,1.92e-72,291.0
SDMP01000015.1,XM_057591201.1,80.928,388,47,16,11999065,11999444,3463,3831,1.1499999999999999e-69,281.0
SDMP01000015.1,XM_057591201.1,86.335,161,22,0,11998741,11998901,3304,3464,5.6e-38,176.0
